,user_id,registered_time,country_code,SKU,AddedTime,Price,CurrencyISO,PriceUSD
96,6060338,2023-01-17 08:09:39.449978+01:00,US,personal_offer_low_coin,2023-01-19 02:09:44.247788+00:00,3.99,USD,3.99
97,6003453,2023-01-11 23:55:21.339295+01:00,US,golden_ticket_season_pass,2023-01-12 00:23:16.201826+00:00,9.99,USD,9.99
98,6120102,2023-01-23 06:25:02.939387+01:00,JP,personal_offer_low_coin,2023-01-24 13:38:26.157448+00:00,800.0,JPY,6.008491500613242
99,6091825,2023-01-20 03:33:58.836921+01:00,US,personal_offer_low_coin,2023-01-20 16:36:44.917161+00:00,4.99,USD,4.99
100,6091825,2023-01-20 03:33:58.836921+01:00,US,personal_offer_starter_pack,2023-01-20 16:37:13.149738+00:00,3.99,USD,3.99
101,5693141,2022-11-29 20:42:29.496415+01:00,DE,coin_pack_1,2023-02-04 18:18:21.304372+00:00,0.79,EUR,0.8380184576217249
102,5675147,2022-11-26 19:18:12.167540+01:00,US,piggy_bank,2023-01-31 05:20:54.586671+00:00,1.49,USD,1.49
103,5675147,2022-11-26 19:18:12.167540+01:00,US,piggy_bank,2023-01-22 00:54:21.521417+00:00,1.49,USD,1.49
104,5788751,2022-12-14 19:28:02.765475+01:00,GB,coin_pack_1,2023-01-23 20:11:04.260653+00:00,0.89,GBP,1.0765694931655982
105,1763751,2021-06-03 22:44:40.575910+02:00,US,personal_offer_low_coin,2023-01-06 21:44:55.046259+00:00,4.99,USD,4.99
106,6196210,2023-01-31 01:05:40.881698+01:00,US,coin_pack_1,2023-01-31 01:07:22.033693+00:00,0.99,USD,0.99
107,6141666,2023-01-25 13:21:31.406880+01:00,US,personal_offer_starter_pack,2023-01-28 06:28:13.891950+00:00,1.99,USD,1.99
108,6207722,2023-02-01 15:28:03.097570+01:00,US,personal_offer_starter_small_bundle,2023-02-03 21:10:53.463082+00:00,2.99,USD,2.99
109,6207722,2023-02-01 15:28:03.097570+01:00,US,bundle_pack_1,2023-02-01 23:49:29.003428+00:00,1.49,USD,1.49
110,6207722,2023-02-01 15:28:03.097570+01:00,US,piggy_bank,2023-02-03 21:11:25.044796+00:00,1.49,USD,1.49
111,5276772,2022-10-02 06:05:36.987953+02:00,US,coin_pack_1,2023-01-26 14:27:14.314606+00:00,0.99,USD,0.99
112,6135522,2023-01-24 20:49:11.025979+01:00,BE,coin_pack_2,2023-01-31 18:32:50.340365+00:00,3.39,EUR,3.5960538877691737
113,6120549,2023-01-23 08:24:13.447309+01:00,IT,personal_offer_starter_pack,2023-01-23 11:28:54.136215+00:00,2.69,EUR,2.8535058873448604
114,4787007,2022-08-08 03:10:11.465584+02:00,US,personal_offer_low_coin,2023-01-31 02:42:32.699795+00:00,4.99,USD,4.99
115,4787007,2022-08-08 03:10:11.465584+02:00,US,bundle_pack_3,2023-01-31 02:50:50.621126+00:00,15.99,USD,15.99
116,4787007,2022-08-08 03:10:11.465584+02:00,US,coin_pack_3,2023-02-01 02:29:33.788700+00:00,9.99,USD,9.99
117,4787007,2022-08-08 03:10:11.465584+02:00,US,personal_offer_low_coin,2023-02-09 00:24:32.924786+00:00,4.99,USD,4.99
118,4787007,2022-08-08 03:10:11.465584+02:00,US,bundle_pack_4,2023-02-10 00:13:41.520974+00:00,31.99,USD,31.99
119,4787007,2022-08-08 03:10:11.465584+02:00,US,coin_pack_4,2023-02-10 22:13:47.613540+00:00,19.99,USD,19.99
120,4787007,2022-08-08 03:10:11.465584+02:00,US,coin_pack_3,2023-02-10 22:37:19.441843+00:00,9.99,USD,9.99
121,5939598,2023-01-04 10:19:36.930537+01:00,GB,golden_ticket_season_pass,2023-01-05 13:01:00.539603+00:00,8.99,GBP,10.874561509616548
122,5641394,2022-11-20 22:37:31.355686+01:00,US,bundle_pack_2,2023-01-01 18:26:37.477775+00:00,2.99,USD,2.99
123,5641394,2022-11-20 22:37:31.355686+01:00,US,coin_pack_1,2023-01-09 20:15:37.015002+00:00,0.99,USD,0.99
124,5971890,2023-01-08 01:12:03.448170+01:00,US,coin_pack_1,2023-01-15 03:38:35.381984+00:00,0.99,USD,0.99
125,5965585,2023-01-07 08:11:35.296161+01:00,US,coin_pack_1,2023-01-07 07:16:20.438999+00:00,0.99,USD,0.99
126,6102388,2023-01-21 04:56:05.813316+01:00,US,piggy_bank,2023-01-21 17:54:34.088694+00:00,1.49,USD,1.49
127,6102388,2023-01-21 04:56:05.813316+01:00,US,bundle_pack_1,2023-01-21 20:44:57.765159+00:00,1.49,USD,1.49
128,6102388,2023-01-21 04:56:05.813316+01:00,US,bundle_pack_1,2023-01-22 04:52:56.396475+00:00,1.49,USD,1.49
129,6102388,2023-01-21 04:56:05.813316+01:00,US,personal_offer_starter_pack,2023-01-21 08:45:01.385100+00:00,1.99,USD,1.99
130,6102388,2023-01-21 04:56:05.813316+01:00,US,personal_offer_low_coin,2023-01-21 22:31:13.033093+00:00,3.99,USD,3.99
131,4290145,2022-06-03 22:33:29.754863+02:00,US,bundle_pack_1,2023-02-11 23:08:04.860192+00:00,1.49,USD,1.49
132,4290145,2022-06-03 22:33:29.754863+02:00,US,bundle_pack_1,2023-01-17 22:03:29.034823+00:00,1.49,USD,1.49
133,4290145,2022-06-03 22:33:29.754863+02:00,US,personal_offer_low_coin,2023-01-14 22:05:50.702564+00:00,3.99,USD,3.99
134,5605105,2022-11-15 06:17:39.219661+01:00,US,coin_pack_1,2023-01-07 01:19:15.867100+00:00,0.99,USD,0.99
135,5605105,2022-11-15 06:17:39.219661+01:00,US,coin_pack_1,2023-01-07 01:20:18.684096+00:00,0.99,USD,0.99
136,5921869,2023-01-02 03:25:48.474875+01:00,US,bundle_pack_1,2023-01-04 02:47:15.636357+00:00,1.99,USD,1.99
137,3887821,2022-04-07 01:44:52.595424+02:00,US,bundle_pack_4,2023-01-27 21:38:14.962497+00:00,31.99,USD,31.99
138,3887821,2022-04-07 01:44:52.595424+02:00,US,bundle_pack_4,2023-02-07 21:01:28.947969+00:00,31.99,USD,31.99
139,5783125,2022-12-13 21:15:08.319316+01:00,US,coin_pack_1,2023-01-04 15:44:53.222873+00:00,0.99,USD,0.99
140,5783125,2022-12-13 21:15:08.319316+01:00,US,coin_pack_2,2023-01-15 23:28:33.632673+00:00,4.99,USD,4.99
141,5783125,2022-12-13 21:15:08.319316+01:00,US,personal_offer_low_coin,2023-01-15 23:42:18.852134+00:00,4.99,USD,4.99
142,5783125,2022-12-13 21:15:08.319316+01:00,US,personal_offer_low_coin,2023-01-30 21:14:55.644645+00:00,4.99,USD,4.99
143,6161672,2023-01-27 01:28:44.283606+01:00,US,bundle_pack_2,2023-01-29 02:42:31.396651+00:00,6.99,USD,6.99
144,6161672,2023-01-27 01:28:44.283606+01:00,US,bundle_pack_1,2023-01-30 01:23:17.180867+00:00,1.99,USD,1.99
145,3466319,2022-02-08 03:33:45.604827+01:00,US,bundle_pack_1,2023-01-26 02:25:28.536825+00:00,1.49,USD,1.49
146,6014672,2023-01-12 19:19:14.421342+01:00,US,personal_offer_starter_pack,2023-02-05 16:46:09.955663+00:00,1.99,USD,1.99
147,6294230,2023-02-11 00:11:32.434121+01:00,GB,bundle_pack_2,2023-02-11 23:28:39.506895+00:00,5.99,GBP,7.2456755775976776
148,5777565,2022-12-13 05:15:07.492364+01:00,US,bundle_pack_2,2023-01-10 20:31:25.634379+00:00,2.99,USD,2.99
149,6245821,2023-02-05 16:06:46.382346+01:00,CA,bundle_pack_2,2023-02-05 20:00:23.105942+00:00,9.99,CAD,7.274448408941965
150,6245821,2023-02-05 16:06:46.382346+01:00,CA,personal_offer_starter_small_bundle,2023-02-06 23:01:19.444918+00:00,3.99,CAD,2.9054103254933374
151,6245821,2023-02-05 16:06:46.382346+01:00,CA,bundle_pack_2,2023-02-09 20:14:25.542695+00:00,9.99,CAD,7.274448408941965
152,6245821,2023-02-05 16:06:46.382346+01:00,CA,personal_offer_unlimited_heart,2023-02-09 20:15:00.814079+00:00,8.49,CAD,6.182188888079808
153,6245821,2023-02-05 16:06:46.382346+01:00,CA,golden_ticket_season_pass,2023-02-09 20:27:46.781409+00:00,13.99,CAD,10.187140464574384
154,5991949,2023-01-10 18:25:15.991256+01:00,US,bundle_pack_1,2023-01-10 23:19:47.786961+00:00,1.99,USD,1.99
155,5991949,2023-01-10 18:25:15.991256+01:00,US,golden_ticket_season_pass,2023-01-11 16:14:49.398254+00:00,9.99,USD,9.99
156,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_2,2023-01-11 18:20:56.729780+00:00,4.99,USD,4.99
157,5991949,2023-01-10 18:25:15.991256+01:00,US,bundle_pack_2,2023-01-12 20:04:12.237694+00:00,6.99,USD,6.99
158,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_3,2023-01-13 15:21:08.070587+00:00,9.99,USD,9.99
159,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_1,2023-01-14 16:31:05.991115+00:00,0.99,USD,0.99
160,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_1,2023-01-14 16:32:09.769005+00:00,0.99,USD,0.99
161,5991949,2023-01-10 18:25:15.991256+01:00,US,bundle_pack_1,2023-01-15 21:07:08.750433+00:00,1.99,USD,1.99
162,5991949,2023-01-10 18:25:15.991256+01:00,US,bundle_pack_2,2023-01-17 18:26:09.263480+00:00,6.99,USD,6.99
163,5991949,2023-01-10 18:25:15.991256+01:00,US,bundle_pack_1,2023-01-22 16:42:46.566415+00:00,1.99,USD,1.99
164,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_1,2023-01-22 16:43:54.689484+00:00,0.99,USD,0.99
165,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_2,2023-01-24 19:12:32.855413+00:00,4.99,USD,4.99
166,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_1,2023-01-25 22:09:05.149769+00:00,0.99,USD,0.99
167,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_3,2023-01-26 13:09:39.246898+00:00,9.99,USD,9.99
168,5991949,2023-01-10 18:25:15.991256+01:00,US,personal_offer_low_coin,2023-01-27 14:45:26.214010+00:00,4.99,USD,4.99
169,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_1,2023-01-27 18:56:42.173708+00:00,0.99,USD,0.99
170,5991949,2023-01-10 18:25:15.991256+01:00,US,bundle_pack_2,2023-01-28 12:55:29.139483+00:00,6.99,USD,6.99
171,5991949,2023-01-10 18:25:15.991256+01:00,US,personal_offer_low_coin,2023-01-29 22:27:36.097990+00:00,4.99,USD,4.99
172,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_1,2023-01-30 16:19:10.655732+00:00,0.99,USD,0.99
173,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_2,2023-01-30 16:20:24.127947+00:00,4.99,USD,4.99
174,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_2,2023-02-01 18:23:36.778012+00:00,4.99,USD,4.99
175,5991949,2023-01-10 18:25:15.991256+01:00,US,coin_pack_2,2023-02-01 18:33:14.778382+00:00,4.99,USD,4.99
176,5520479,2022-11-02 18:21:58.428210+01:00,US,piggy_bank,2023-01-06 01:13:35.805264+00:00,1.49,USD,1.49
177,5520479,2022-11-02 18:21:58.428210+01:00,US,personal_offer_low_coin,2023-02-04 19:13:23.449067+00:00,3.99,USD,3.99
178,5520479,2022-11-02 18:21:58.428210+01:00,US,piggy_bank,2023-01-26 00:30:09.316804+00:00,1.49,USD,1.49
179,5520479,2022-11-02 18:21:58.428210+01:00,US,personal_offer_starter_small_bundle,2023-01-04 23:32:16.019899+00:00,2.99,USD,2.99
180,5520479,2022-11-02 18:21:58.428210+01:00,US,personal_offer_low_coin,2023-01-09 23:54:41.005886+00:00,3.99,USD,3.99
181,5520479,2022-11-02 18:21:58.428210+01:00,US,coin_pack_2,2023-01-18 00:17:04.267510+00:00,2.99,USD,2.99
182,5520479,2022-11-02 18:21:58.428210+01:00,US,personal_offer_low_coin,2023-01-22 23:17:55.243602+00:00,3.99,USD,3.99
183,5520479,2022-11-02 18:21:58.428210+01:00,US,coin_pack_2,2023-02-04 19:11:01.943156+00:00,2.99,USD,2.99
184,5520479,2022-11-02 18:21:58.428210+01:00,US,coin_pack_2,2023-02-03 23:27:26.625018+00:00,2.99,USD,2.99
185,3432216,2022-02-05 02:27:29.271781+01:00,US,personal_offer_low_coin,2023-02-09 20:39:41.557390+00:00,4.99,USD,4.99
186,4444157,2022-06-27 02:21:21.763315+02:00,US,bundle_pack_2,2023-02-03 00:50:41.615876+00:00,2.99,USD,2.99
187,6232165,2023-02-04 03:06:43.321343+01:00,US,golden_ticket_season_pass,2023-02-05 01:39:34.380326+00:00,9.99,USD,9.99
188,5112176,2022-09-15 00:06:04.150298+02:00,US,bundle_pack_1,2023-01-05 22:24:52.100611+00:00,1.99,USD,1.99
189,5112176,2022-09-15 00:06:04.150298+02:00,US,bundle_pack_2,2023-01-06 21:21:29.289603+00:00,6.99,USD,6.99
190,5112176,2022-09-15 00:06:04.150298+02:00,US,bundle_pack_1,2023-01-12 22:54:03.888139+00:00,1.99,USD,1.99
191,5112176,2022-09-15 00:06:04.150298+02:00,US,coin_pack_3,2023-01-14 19:43:03.207971+00:00,9.99,USD,9.99
192,5112176,2022-09-15 00:06:04.150298+02:00,US,bundle_pack_2,2023-01-21 00:53:10.431306+00:00,6.99,USD,6.99
193,5112176,2022-09-15 00:06:04.150298+02:00,US,bundle_pack_2,2023-01-26 23:05:16.366570+00:00,6.99,USD,6.99
194,5112176,2022-09-15 00:06:04.150298+02:00,US,coin_pack_2,2023-01-26 23:07:24.370314+00:00,4.99,USD,4.99
195,5112176,2022-09-15 00:06:04.150298+02:00,US,coin_pack_2,2023-02-01 22:29:26.081242+00:00,4.99,USD,4.99
196,4160669,2022-05-12 18:00:49.369894+02:00,US,bundle_pack_2,2023-02-06 18:41:23.257570+00:00,2.99,USD,2.99
197,4160669,2022-05-12 18:00:49.369894+02:00,US,personal_offer_low_coin,2023-02-06 18:21:26.871011+00:00,3.99,USD,3.99
198,4160669,2022-05-12 18:00:49.369894+02:00,US,golden_ticket_season_pass,2023-02-06 18:18:21.292116+00:00,9.99,USD,9.99
199,5897999,2022-12-30 03:25:13.202693+01:00,US,bundle_pack_1,2023-01-25 03:42:02.312944+00:00,1.99,USD,1.99
